test_id,trial_curr,trial_total,rep,reps,steps,steps_max,pbp,pres_mode,perception_count,retrieval_count,sol,solved,timestamp,activity->feature->hyp_base,activity->obj->hyp_base,activity->selector->hyp_base
_2738d30ce1b1638f,9,120,2,5,49,2500,pbp04,interleaved-sim-sim,69,70,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:47.784Z,,,
_2738d30ce1b1638f,9,120,3,5,95,2500,pbp04,interleaved-sim-sim,125,173,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:47.786Z,,,
_2738d30ce1b1638f,9,120,4,5,91,2500,pbp04,interleaved-sim-sim,75,175,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:47.788Z,,,
_2738d30ce1b1638f,9,120,5,5,51,2500,pbp04,interleaved-sim-sim,94,77,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:47.791Z,,,
_2738d30ce1b1638f,10,120,1,5,41,2500,pbp04,interleaved-sim-dis,52,37,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:49.356Z,,,
_2738d30ce1b1638f,10,120,2,5,94,2500,pbp04,interleaved-sim-dis,74,156,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:49.358Z,,,
_2738d30ce1b1638f,10,120,3,5,57,2500,pbp04,interleaved-sim-dis,62,60,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:49.359Z,,,
_2738d30ce1b1638f,10,120,4,5,44,2500,pbp04,interleaved-sim-dis,85,92,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:49.361Z,,,
_2738d30ce1b1638f,10,120,5,5,75,2500,pbp04,interleaved-sim-dis,68,77,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:49.365Z,,,
_2738d30ce1b1638f,11,120,1,5,39,2500,pbp04,interleaved-dis-sim,63,60,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:51.293Z,,,
_2738d30ce1b1638f,11,120,2,5,54,2500,pbp04,interleaved-dis-sim,81,57,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:51.295Z,,,
_2738d30ce1b1638f,11,120,3,5,65,2500,pbp04,interleaved-dis-sim,156,61,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:51.297Z,,,
_2738d30ce1b1638f,11,120,4,5,88,2500,pbp04,interleaved-dis-sim,85,94,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:51.299Z,,,
_2738d30ce1b1638f,11,120,5,5,139,2500,pbp04,interleaved-dis-sim,168,136,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:51.302Z,,,
_2738d30ce1b1638f,12,120,1,5,50,2500,pbp04,interleaved-dis-dis,86,103,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:53.561Z,,,
