test_id,trial_curr,trial_total,rep,reps,steps,steps_max,pbp,pres_mode,perception_count,retrieval_count,sol,solved,timestamp
_28285661f1e40490,6,60,9,100,138,2500,pbp04,fullblocked-sim-dis,227,206,"Only in the right scenes, exists: (circle objects)",1,1449520125247
_28285661f1e40490,6,60,10,100,121,2500,pbp04,fullblocked-sim-dis,187,157,"Only in the right scenes, exists: (circle objects)",1,1449520125248
_28285661f1e40490,6,60,11,100,205,2500,pbp04,fullblocked-sim-dis,364,367,"Only in the left scenes, exists: (square objects)",1,1449520125250
_28285661f1e40490,6,60,12,100,72,2500,pbp04,fullblocked-sim-dis,94,70,"Only in the right scenes, exists: (circle objects)",1,1449520125250
_28285661f1e40490,6,60,13,100,79,2500,pbp04,fullblocked-sim-dis,151,90,"Only in the left scenes, exists: (square objects)",1,1449520125253
_28285661f1e40490,6,60,14,100,93,2500,pbp04,fullblocked-sim-dis,174,106,"Only in the left scenes, exists: (square objects)",1,1449520125254
_28285661f1e40490,6,60,15,100,120,2500,pbp04,fullblocked-sim-dis,195,207,"Only in the right scenes, exists: (circle objects)",1,1449520125255
_28285661f1e40490,6,60,16,100,94,2500,pbp04,fullblocked-sim-dis,149,180,"Only in the left scenes, exists: (square objects)",1,1449520125256
_28285661f1e40490,6,60,17,100,122,2500,pbp04,fullblocked-sim-dis,180,319,"Only in the right scenes, exists: (circle objects)",1,1449520125257
_28285661f1e40490,6,60,18,100,91,2500,pbp04,fullblocked-sim-dis,128,102,"Only in the left scenes, exists: (square objects)",1,1449520125258
_28285661f1e40490,6,60,19,100,81,2500,pbp04,fullblocked-sim-dis,119,63,"Only in the left scenes, exists: (square objects)",1,1449520125260
_28285661f1e40490,6,60,20,100,155,2500,pbp04,fullblocked-sim-dis,233,293,"Only in the right scenes, exists: (circle objects)",1,1449520125261
_28285661f1e40490,6,60,21,100,109,2500,pbp04,fullblocked-sim-dis,200,216,"Only in the right scenes, exists: (circle objects)",1,1449520125262
_28285661f1e40490,6,60,22,100,52,2500,pbp04,fullblocked-sim-dis,85,90,"Only in the left scenes, exists: (square objects)",1,1449520125263
_28285661f1e40490,6,60,23,100,30,2500,pbp04,fullblocked-sim-dis,55,36,"Only in the left scenes, exists: (square objects)",1,1449520125264
_28285661f1e40490,6,60,24,100,95,2500,pbp04,fullblocked-sim-dis,179,203,"Only in the right scenes, exists: (circle objects)",1,1449520125265
_28285661f1e40490,6,60,25,100,135,2500,pbp04,fullblocked-sim-dis,158,190,"Only in the left scenes, exists: (square objects)",1,1449520125268
_28285661f1e40490,7,60,1,100,121,2500,pbp04,fullblocked-dis-sim,215,106,"Only in the left scenes, exists: (square objects)",1,1449520158619
_28285661f1e40490,7,60,2,100,88,2500,pbp04,fullblocked-dis-sim,123,48,"Only in the left scenes, exists: (square objects)",1,1449520158620
_28285661f1e40490,7,60,3,100,86,2500,pbp04,fullblocked-dis-sim,124,52,"Only in the right scenes, exists: (circle objects)",1,1449520158621
_28285661f1e40490,7,60,4,100,93,2500,pbp04,fullblocked-dis-sim,145,71,"Only in the left scenes, exists: (square objects)",1,1449520158622
_28285661f1e40490,7,60,5,100,96,2500,pbp04,fullblocked-dis-sim,188,120,"Only in the left scenes, exists: (square objects)",1,1449520158623
_28285661f1e40490,7,60,6,100,167,2500,pbp04,fullblocked-dis-sim,242,182,"Only in the right scenes, exists: (circle objects)",1,1449520158625
_28285661f1e40490,7,60,7,100,71,2500,pbp04,fullblocked-dis-sim,124,61,"Only in the right scenes, exists: (circle objects)",1,1449520158627
